Symbol,Company Name,Industry,Selected Trading Day,Open Price,Previous Trading Day,Previous High,Previous Close
PCBL,PCBL Chemical Ltd.,Chemicals,2025-06-12,414.85,2025-06-11,413.4,410.7
TANLA,Tanla Platforms Ltd.,Information Technology,2025-06-12,670.1,2025-06-11,636.9,622.65
